,title,basesalary,bonus,LevelBucket,region
34280,Product Manager,209000,37000,Senior,West
34281,Software Engineer,214000,30000,Associate,West
34282,Software Engineer,51000,6000,Senior,MidWest
34283,Software Engineer,136000,21000,Mid,West
34284,Software Engineer,141000,24000,Associate,MidWest
34285,Mechanical Engineer,85000,0,Senior,West
34286,Software Engineer,197000,12000,Associate,West
34287,Software Engineering Manager,235000,40000,Senior,Southern
34288,Hardware Engineer,65000,11000,Senior,
34289,Technical Program Manager,159000,33000,Mid,West
34290,Software Engineer,51000,13000,Senior,
34291,Software Engineer,63000,12000,Associate,Southern
34292,Software Engineer,81000,11000,Entry,Southern
34293,Software Engineer,68000,12000,Entry,West
34294,Software Engineer,172000,0,Senior,West
34295,Software Engineer,102000,4000,Associate,
34297,Software Engineer,90000,9000,Mid,
34298,Sales,92000,36000,Mid,East
34299,Software Engineer,79000,2000,Entry,East
34300,Software Engineer,65000,15000,Mid,MidWest
34301,Software Engineer,98000,21000,Associate,East
34302,Software Engineer,120000,109000,Senior,West
34304,Product Designer,53000,9000,Associate,Southern
34305,Sales,46000,62000,Associate,East
34306,Software Engineer,76000,14000,Entry,West
34307,Technical Program Manager,40000,0,Senior,
34308,Software Engineer,97000,36000,Entry,East
34309,Software Engineer,65000,4000,Mid,
34310,Recruiter,70000,11000,Mid,
34311,Product Manager,237000,32000,Associate,West
34312,Software Engineer,106000,0,Entry,West
34314,Software Engineer,202000,35000,Associate,East
34315,Solution Architect,168000,24000,Senior,West
34316,Software Engineering Manager,230000,44000,Mid,East
34317,Software Engineer,213000,18000,Associate,West
34318,Software Engineer,116000,24000,Entry,East
34319,Software Engineer,232000,23000,Mid,West
34320,Recruiter,53000,3000,Associate,West
34321,Software Engineer,81000,21000,Entry,West
34322,Product Manager,46000,0,Associate,
34323,Software Engineer,237000,35000,Associate,East
34325,Product Manager,147000,28000,Mid,West
34326,Software Engineer,116000,0,Entry,Southern
34327,Product Manager,56000,4000,Associate,MidWest
34328,Software Engineer,86000,23000,Associate,East
34329,Software Engineer,194000,42000,Associate,West
34330,Software Engineer,115000,42000,Senior,West
34331,Software Engineer,249000,34000,Senior,West
34332,Software Engineer,190000,40000,Associate,West
34333,Software Engineer,215000,12000,Associate,West
34334,Product Designer,120000,16000,Senior,
34335,Hardware Engineer,150000,0,Associate,West
34336,Software Engineer,117000,22000,Entry,West
34337,Management Consultant,212000,34000,Mid,
34338,Software Engineer,132000,9000,Entry,West
34339,Product Designer,85000,0,Associate,East
34340,Mechanical Engineer,166000,43000,Mid,West
34341,Software Engineer,68000,0,Entry,East
34342,Technical Program Manager,133000,56000,Mid,West
34343,Software Engineer,86000,0,Entry,Southern
34344,Software Engineer,175000,0,Associate,East
34345,Software Engineer,185000,12000,Associate,West
34346,Technical Program Manager,162000,0,Mid,Southern
34347,Software Engineer,131000,13000,Mid,East
34348,Product Manager,174000,13000,Associate,West
34349,Solution Architect,91000,23000,Associate,West
34350,Marketing,185000,0,Associate,West
34351,Human Resources,186000,22000,Associate,West
34352,Business Analyst,157000,36000,Senior,West
34354,Software Engineer,49000,3000,Associate,West
34355,Software Engineer,105000,41000,Entry,West
34356,Product Manager,97000,33000,Mid,West
34357,Product Manager,145000,17000,Senior,
34358,Software Engineer,77000,8000,Mid,
34359,Software Engineer,158000,0,Mid,West
34360,Software Engineer,146000,21000,Mid,West
34361,Solution Architect,201000,47000,Senior,West
34362,Software Engineer,27000,4000,Entry,
34363,Software Engineer,181000,12000,Associate,West
34364,Hardware Engineer,130000,12000,Associate,West
34365,Data Scientist,49000,3000,Entry,MidWest
34366,Marketing,64000,4000,Associate,West
34367,Software Engineer,146000,12000,Associate,East
34368,Software Engineering Manager,181000,66000,Senior,West
34369,Software Engineer,58000,10000,Associate,West
34370,Product Manager,158000,28000,Entry,West
34371,Recruiter,193000,0,Senior,West
34372,Software Engineer,171000,26000,Senior,West
34373,Software Engineer,202000,18000,Senior,Southern
34375,Software Engineer,175000,85000,Associate,East
34376,Hardware Engineer,78000,0,Associate,East
34377,Data Scientist,147000,0,Entry,Southern
34378,Software Engineer,88000,22000,Entry,Southern
34380,Software Engineer,203000,24000,Senior,East
34382,Software Engineer,172000,119000,Associate,West
34383,Software Engineering Manager,132000,19000,Senior,
34384,Software Engineer,113000,7000,Entry,West
34385,Software Engineer,50000,7000,Mid,
34386,Software Engineer,175000,11000,Associate,West
34388,Software Engineer,103000,0,Mid,West
34389,Software Engineer,81000,31000,Entry,West
34390,Data Scientist,61000,4000,Entry,West
34391,Software Engineer,167000,33000,Entry,West
34392,Software Engineer,140000,11000,Mid,East
34393,Software Engineer,241000,59000,Associate,West
34394,Software Engineer,215000,0,Associate,West
34395,Data Scientist,210000,0,Entry,West
34396,Software Engineer,72000,8000,Associate,
34397,Software Engineer,97000,20000,Associate,
34398,Product Manager,151000,25000,Senior,East
34399,Software Engineer,113000,0,Mid,West
34400,Software Engineer,31000,0,Senior,
34401,Product Designer,199000,18000,Associate,East
34402,Software Engineer,175000,0,Associate,West
34403,Software Engineer,84000,4000,Associate,MidWest
34404,Software Engineer,22000,3000,Associate,
34405,Software Engineer,128000,13000,Mid,East
34406,Software Engineer,240000,43000,Entry,East
34407,Software Engineer,178000,0,Senior,West
34408,Recruiter,106000,17000,Associate,West
34409,Software Engineer,131000,0,Mid,
34410,Software Engineer,89000,6000,Associate,Southern
34411,Software Engineer,123000,37000,Associate,West
34412,Software Engineer,134000,11000,Entry,MidWest
34413,Software Engineer,93000,0,Associate,East
34414,Software Engineer,130000,0,Entry,West
34415,Software Engineer,149000,19000,Senior,West
34417,Software Engineer,44000,7000,Associate,
34418,Human Resources,130000,0,Associate,West
34419,Sales,62000,47000,Associate,East
34420,Software Engineer,118000,21000,Associate,
34421,Software Engineering Manager,124000,53000,Senior,West
34422,Software Engineer,41000,0,Associate,
34423,Software Engineer,193000,14000,Mid,West
34424,Software Engineer,160000,23000,Associate,West
34425,Software Engineer,176000,0,Associate,West
34426,Software Engineer,131000,6000,Mid,
34427,Software Engineer,153000,0,Mid,West
34428,Product Manager,147000,22000,Mid,East
34429,Software Engineer,96000,25000,Entry,West
34430,Software Engineer,80000,16000,Associate,West
34432,Software Engineer,85000,0,Entry,West
34433,Solution Architect,210000,14000,Mid,Southern
34434,Software Engineer,73000,18000,Mid,West
34435,Software Engineer,94000,10000,Entry,West
34436,Software Engineer,137000,0,Entry,West
34437,Software Engineer,90000,17000,Senior,
34438,Software Engineer,147000,12000,Senior,West
34439,Software Engineer,92000,13000,Associate,West
34440,Software Engineer,96000,0,Mid,Southern
34441,Technical Program Manager,150000,59000,Senior,Southern
34442,Hardware Engineer,134000,29000,Mid,West
34443,Recruiter,111000,9000,Senior,Southern
34444,Software Engineer,124000,0,Associate,West
34445,Data Scientist,55000,0,Entry,
34447,Software Engineer,125000,20000,Associate,West
34448,Technical Program Manager,210000,22000,Mid,West
34449,Software Engineering Manager,102000,0,Senior,East
34450,Software Engineer,116000,33000,Senior,
34451,Software Engineer,209000,0,Senior,
34452,Mechanical Engineer,82000,0,Entry,West
34453,Software Engineer,71000,9000,Mid,
34455,Software Engineer,65000,9000,Mid,
34456,Product Designer,194000,18000,Mid,West
34457,Software Engineering Manager,127000,17000,Mid,East
34458,Software Engineer,26000,8000,Associate,
34459,Software Engineer,44000,9000,Mid,
34460,Product Manager,63000,0,Mid,
34461,Software Engineering Manager,216000,18000,Mid,West
34462,Software Engineer,57000,0,Entry,
34463,Software Engineer,230000,16000,Mid,West
34464,Data Scientist,110000,15000,Senior,West
34466,Software Engineer,95000,27000,Mid,West
34467,Software Engineer,148000,41000,Mid,West
34468,Management Consultant,101000,9000,Entry,
34469,Software Engineer,82000,0,Senior,East
34470,Software Engineer,79000,13000,Mid,East
34471,Software Engineer,218000,0,Senior,West
34472,Software Engineer,67000,8000,Entry,
34473,Software Engineer,90000,3000,Entry,
34474,Business Analyst,75000,26000,Senior,Southern
34475,Data Scientist,56000,9000,Associate,
34476,Technical Program Manager,110000,0,Mid,West
34477,Software Engineer,136000,12000,Associate,West
34478,Software Engineering Manager,243000,39000,Mid,West
34479,Software Engineer,90000,12000,Entry,West
34480,Software Engineer,131000,0,Associate,West
34481,Product Manager,166000,0,Senior,West
34482,Software Engineer,182000,10000,Entry,West
34483,Software Engineer,111000,8000,Senior,
34484,Software Engineer,47000,3000,Associate,West
34485,Software Engineer,134000,0,Senior,Southern
34486,Data Scientist,203000,15000,Mid,West
34487,Software Engineer,122000,17000,Associate,Southern
34488,Product Manager,129000,0,Associate,Southern
34489,Sales,95000,15000,Associate,Southern
34490,Software Engineer,50000,5000,Associate,
34491,Software Engineer,58000,25000,Associate,Southern
34492,Software Engineer,182000,23000,Mid,East
34493,Software Engineer,151000,13000,Associate,West
34494,Software Engineer,115000,13000,Senior,
34495,Software Engineer,38000,5000,Associate,Southern
34496,Software Engineer,43000,10000,Associate,Southern
34497,Software Engineer,178000,78000,Mid,West
34498,Software Engineer,201000,51000,Associate,West
34499,Hardware Engineer,223000,17000,Senior,West
34500,Hardware Engineer,185000,38000,Senior,West
34501,Product Manager,146000,35000,Entry,West
34502,Software Engineer,120000,11000,Entry,West
34503,Product Manager,63000,4000,Entry,West
34504,Sales,95000,99000,Mid,East
34505,Software Engineer,113000,3000,Mid,Southern
34506,Software Engineer,120000,21000,Associate,East
34507,Technical Program Manager,233000,23000,Senior,West
34508,Product Manager,256000,29000,Associate,West
34509,Software Engineer,120000,14000,Associate,West
34510,Software Engineer,180000,25000,Associate,West
34511,Data Scientist,50000,0,Entry,Southern
34512,Software Engineering Manager,99000,76000,Senior,East
34513,Software Engineer,188000,15000,Associate,West
34514,Hardware Engineer,204000,60000,Mid,Southern
34515,Software Engineering Manager,196000,33000,Senior,East
34516,Human Resources,59000,0,Associate,
34517,Software Engineer,158000,0,Mid,West
34518,Solution Architect,76000,42000,Mid,Southern
34519,Solution Architect,157000,24000,Senior,Southern
34520,Technical Program Manager,158000,49000,Senior,East
34521,Software Engineer,159000,0,Mid,West
34522,Software Engineer,77000,21000,Associate,West
34523,Sales,206000,59000,Mid,West
34524,Software Engineer,188000,29000,Entry,West
34525,Business Analyst,94000,39000,Associate,
34526,Software Engineer,118000,8000,Entry,Southern
34527,Software Engineer,87000,0,Associate,West
34528,Technical Program Manager,144000,28000,Senior,West
34529,Software Engineer,86000,14000,Senior,West
34530,Software Engineer,85000,23000,Entry,West
34531,Marketing,189000,11000,Senior,East
34532,Sales,153000,177000,Senior,West
34533,Software Engineer,122000,0,Senior,Southern
34534,Software Engineer,126000,15000,Mid,
34535,Data Scientist,79000,0,Entry,West
34536,Software Engineer,91000,6000,Mid,East
34537,Software Engineer,148000,42000,Mid,West
34538,Software Engineer,111000,16000,Associate,West
34539,Software Engineering Manager,236000,158000,Senior,West
34540,Software Engineer,115000,39000,Senior,West
34541,Software Engineer,146000,0,Senior,West
34542,Software Engineer,22000,5000,Senior,
34544,Software Engineer,151000,50000,Mid,
34545,Software Engineer,39000,4000,Associate,
34546,Sales,44000,5000,Entry,
34547,Technical Program Manager,116000,23000,Senior,
34548,Software Engineer,172000,18000,Mid,West
34549,Technical Program Manager,40000,0,Associate,
34550,Software Engineer,189000,20000,Senior,West
34551,Software Engineer,69000,12000,Entry,
34552,Software Engineering Manager,104000,36000,Senior,Southern
34553,Software Engineer,235000,76000,Associate,West
34554,Software Engineer,104000,11000,Associate,West
34555,Software Engineer,143000,10000,Senior,West
34556,Hardware Engineer,40000,4000,Associate,
34557,Software Engineer,118000,63000,Entry,East
34558,Software Engineer,197000,14000,Associate,West
34559,Software Engineer,243000,26000,Mid,West
34560,Business Analyst,78000,9000,Associate,West
34561,Software Engineer,124000,20000,Entry,East
34562,Software Engineer,217000,18000,Senior,East
34563,Product Manager,100000,6000,Associate,East
34564,Software Engineer,84000,15000,Associate,
34565,Sales,188000,384000,Mid,West
34566,Marketing,184000,125000,Mid,East
34567,Sales,149000,84000,Senior,West
34568,Software Engineer,90000,26000,Associate,West
34569,Product Manager,187000,17000,Senior,West
34570,Sales,55000,12000,Senior,
34571,Product Manager,88000,29000,Mid,
34572,Software Engineer,150000,74000,Senior,West
34573,Software Engineer,153000,59000,Mid,West
34574,Product Manager,166000,0,Mid,West
34575,Software Engineering Manager,155000,81000,Senior,West
34576,Mechanical Engineer,121000,0,Senior,
34577,Software Engineering Manager,123000,44000,Senior,
34578,Software Engineer,119000,27000,Senior,East
34579,Software Engineer,107000,17000,Mid,West
34580,Software Engineer,142000,11000,Mid,West
34581,Software Engineer,159000,12000,Senior,East
34582,Software Engineer,175000,26000,Entry,West
34583,Software Engineer,137000,6000,Associate,West
34584,Sales,117000,18000,Mid,
34585,Marketing,197000,43000,Mid,West
34586,Software Engineer,169000,10000,Entry,West
34587,Software Engineer,154000,1000,Senior,MidWest
34588,Software Engineer,55000,0,Associate,West
34589,Software Engineer,141000,0,Associate,West
34591,Product Manager,78000,24000,Entry,East
34592,Product Manager,110000,15000,Mid,West
34593,Software Engineer,94000,20000,Associate,West
34594,Product Manager,190000,46000,Mid,West
34595,Software Engineering Manager,156000,0,Senior,East
34596,Management Consultant,105000,7000,Associate,MidWest
34597,Software Engineer,61000,8000,Associate,West
34598,Data Scientist,180000,13000,Associate,East
34599,Software Engineer,63000,1000,Mid,East
34600,Software Engineer,173000,9000,Mid,West
34601,Software Engineer,105000,25000,Mid,West
34602,Software Engineer,117000,16000,Mid,West
34603,Software Engineering Manager,261000,85000,Senior,East
34604,Software Engineer,174000,19000,Mid,West
34605,Software Engineer,129000,13000,Entry,West
34606,Product Manager,57000,12000,Mid,
34607,Software Engineer,203000,10000,Associate,West
34608,Software Engineer,104000,39000,Entry,West
34609,Software Engineer,75000,12000,Mid,
34610,Marketing,111000,29000,Mid,West
34611,Software Engineer,79000,16000,Associate,West
34612,Software Engineer,120000,0,Associate,Southern
34613,Software Engineer,161000,16000,Associate,West
34615,Software Engineer,129000,10000,Associate,East
34616,Software Engineer,69000,6000,Entry,
34617,Sales,54000,86000,Associate,East
34618,Software Engineer,111000,17000,Entry,West
34619,Software Engineer,201000,24000,Senior,Southern
34620,Software Engineer,66000,3000,Associate,East
34621,Hardware Engineer,221000,21000,Mid,West
34622,Software Engineer,177000,0,Mid,West
34623,Software Engineer,90000,0,Mid,West
34624,Product Manager,214000,32000,Senior,West
34625,Product Designer,226000,72000,Senior,West
34626,Software Engineer,223000,35000,Senior,Southern
34627,Recruiter,137000,7000,Mid,East
34628,Solution Architect,102000,35000,Mid,West
34629,Software Engineer,80000,40000,Associate,West
34630,Software Engineer,150000,33000,Entry,West
34631,Sales,66000,41000,Mid,West
34632,Business Analyst,93000,1000,Associate,East
34633,Sales,147000,29000,Mid,MidWest
34634,Software Engineer,205000,16000,Associate,West
34635,Data Scientist,237000,7000,Associate,West
34636,Software Engineer,217000,44000,Mid,West
34637,Data Scientist,210000,19000,Associate,West
34638,Human Resources,128000,75000,Senior,West
34639,Technical Program Manager,54000,0,Senior,
34640,Software Engineer,125000,28000,Entry,West
34641,Software Engineer,164000,0,Entry,West
34642,Software Engineer,92000,28000,Mid,
34643,Software Engineer,39000,8000,Senior,
34644,Product Manager,43000,0,Mid,
34645,Sales,128000,29000,Mid,
34646,Software Engineer,250000,10000,Mid,West
34647,Software Engineer,211000,0,Associate,West
34648,Management Consultant,92000,6000,Mid,MidWest
34649,Mechanical Engineer,108000,4000,Associate,West
34650,Software Engineer,171000,0,Associate,East
34651,Software Engineer,77000,12000,Associate,West
34652,Software Engineer,102000,4000,Associate,West
34653,Software Engineer,78000,3000,Senior,
34654,Sales,227000,199000,Senior,MidWest
34655,Data Scientist,174000,0,Associate,West
34656,Software Engineer,34000,5000,Mid,
34657,Data Scientist,84000,2000,Associate,MidWest
34658,Management Consultant,110000,26000,Mid,MidWest
34659,Software Engineer,145000,19000,Entry,West
34660,Software Engineer,60000,5000,Associate,West
34661,Software Engineer,123000,11000,Entry,West
34662,Software Engineer,130000,22000,Senior,West
34663,Software Engineer,60000,7000,Entry,Southern
34664,Software Engineer,84000,0,Associate,MidWest
34665,Hardware Engineer,78000,4000,Associate,Southern
34666,Software Engineer,101000,25000,Mid,West
34667,Software Engineer,68000,19000,Mid,West
34668,Software Engineer,175000,21000,Entry,East
34669,Hardware Engineer,162000,28000,Associate,West
34670,Software Engineer,227000,19000,Associate,West
34671,Human Resources,68000,45000,Associate,West
34672,Software Engineer,200000,37000,Senior,West
34673,Software Engineer,60000,0,Associate,
34674,Sales,153000,76000,Associate,Southern
34675,Software Engineer,75000,9000,Senior,MidWest
34676,Software Engineer,78000,27000,Entry,East
34677,Software Engineer,45000,3000,Mid,
34678,Software Engineering Manager,199000,144000,Senior,West
34679,Solution Architect,120000,8000,Entry,
34680,Software Engineer,181000,36000,Mid,East
34681,Software Engineer,136000,0,Mid,West
34682,Recruiter,148000,0,Associate,East
34683,Management Consultant,125000,29000,Senior,MidWest
34684,Software Engineer,76000,1000,Mid,MidWest
34685,Software Engineer,103000,21000,Entry,East
34686,Recruiter,103000,0,Senior,West
34687,Human Resources,64000,0,Associate,
34688,Data Scientist,93000,36000,Mid,West
34689,Product Manager,149000,9000,Senior,West
34690,Sales,236000,110000,Senior,East
34691,Software Engineer,143000,20000,Associate,West
34692,Recruiter,127000,0,Mid,West
34693,Software Engineer,108000,7000,Associate,MidWest
34695,Software Engineer,190000,28000,Entry,West
34696,Business Analyst,134000,0,Mid,Southern
34697,Software Engineer,99000,12000,Entry,
34698,Data Scientist,68000,0,Mid,
34699,Technical Program Manager,136000,9000,Senior,Southern
34700,Human Resources,150000,27000,Associate,Southern
34701,Data Scientist,140000,43000,Mid,West
34702,Product Designer,225000,0,Associate,West
34703,Data Scientist,172000,30000,Associate,West
34704,Product Designer,118000,0,Entry,West
34705,Software Engineer,203000,19000,Entry,West
34706,Software Engineer,163000,0,Entry,West
34707,Software Engineer,54000,14000,Entry,East
34708,Sales,82000,38000,Mid,West
34709,Product Designer,142000,30000,Associate,West
34710,Software Engineer,92000,21000,Entry,MidWest
34711,Software Engineer,152000,110000,Senior,West
34712,Software Engineer,74000,8000,Mid,West
34713,Product Manager,143000,0,Mid,West
34714,Software Engineer,66000,0,Associate,West
34715,Software Engineer,80000,7000,Entry,West
34716,Product Manager,172000,19000,Mid,Southern
34718,Mechanical Engineer,98000,6000,Associate,East
34719,Software Engineer,99000,18000,Entry,West
34720,Software Engineer,146000,18000,Entry,West
34721,Product Manager,224000,11000,Senior,West
34722,Software Engineer,257000,40000,Senior,West
34723,Software Engineer,189000,19000,Associate,West
34724,Technical Program Manager,103000,0,Senior,West
34725,Business Analyst,66000,15000,Mid,Southern
34726,Software Engineer,90000,24000,Entry,East
34727,Software Engineer,100000,0,Associate,West
34728,Software Engineering Manager,94000,6000,Senior,West
34729,Software Engineer,215000,62000,Senior,West
34730,Software Engineer,162000,14000,Mid,
34731,Software Engineer,154000,17000,Associate,West
34732,Software Engineer,188000,9000,Mid,East
34733,Software Engineer,126000,20000,Mid,West
34734,Software Engineer,145000,0,Entry,West
34735,Software Engineer,147000,25000,Associate,West
34737,Product Designer,204000,26000,Mid,West
34738,Software Engineer,136000,27000,Entry,East
34739,Software Engineer,146000,38000,Associate,West
34740,Software Engineer,111000,2000,Mid,Southern
34741,Product Manager,150000,39000,Senior,West
34742,Software Engineer,72000,2000,Mid,
34743,Product Manager,121000,47000,Mid,West
34744,Business Analyst,121000,24000,Associate,West
34745,Product Designer,176000,71000,Mid,West
34746,Product Designer,77000,21000,Associate,Southern
34747,Product Manager,187000,46000,Mid,East
34748,Hardware Engineer,189000,0,Entry,West
34749,Marketing,114000,4000,Associate,West
34750,Software Engineer,89000,11000,Associate,West
34751,Recruiter,187000,66000,Senior,West
34752,Recruiter,121000,33000,Senior,West
34753,Software Engineer,238000,14000,Associate,West
34754,Software Engineer,86000,7000,Mid,MidWest
34755,Software Engineer,171000,8000,Associate,West
34756,Software Engineer,165000,22000,Entry,East
34757,Software Engineer,121000,43000,Senior,West
34759,Software Engineer,133000,28000,Senior,West
34760,Software Engineer,178000,48000,Mid,West
34761,Software Engineering Manager,140000,398000,Senior,East
34763,Product Manager,68000,38000,Entry,
34764,Human Resources,28000,5000,Associate,
34765,Software Engineer,184000,24000,Associate,West
34766,Software Engineer,130000,0,Associate,
34767,Software Engineer,92000,9000,Entry,East
34768,Software Engineer,50000,7000,Entry,East
34769,Data Scientist,105000,0,Associate,West
34770,Product Manager,149000,0,Senior,West
34771,Technical Program Manager,206000,21000,Senior,Southern
34772,Software Engineer,100000,21000,Mid,East
34773,Software Engineer,100000,17000,Entry,Southern
34774,Technical Program Manager,167000,70000,Mid,East
34775,Software Engineer,137000,11000,Mid,
34776,Product Manager,143000,15000,Entry,West
34777,Software Engineer,120000,10000,Associate,West
34778,Software Engineer,246000,0,Mid,West
34779,Software Engineering Manager,181000,19000,Senior,Southern
34780,Recruiter,93000,10000,Mid,West
34781,Data Scientist,139000,12000,Mid,West
34782,Software Engineer,126000,3000,Associate,East
34783,Software Engineer,143000,12000,Associate,East
34784,Product Designer,184000,52000,Mid,East
34785,Management Consultant,75000,6000,Entry,MidWest
34786,Software Engineer,70000,14000,Entry,West
34787,Human Resources,170000,19000,Senior,West
34788,Software Engineer,134000,25000,Entry,MidWest
34789,Software Engineer,207000,0,Associate,West
34790,Software Engineer,157000,17000,Mid,West
34791,Software Engineer,237000,143000,Senior,West
34792,Software Engineer,146000,0,Senior,West
34793,Human Resources,195000,20000,Senior,West
34794,Hardware Engineer,191000,15000,Associate,West
34795,Software Engineer,154000,0,Mid,East
34796,Technical Program Manager,104000,23000,Mid,Southern
34797,Technical Program Manager,143000,10000,Entry,West
34798,Software Engineer,118000,10000,Associate,Southern
34799,Software Engineer,212000,25000,Senior,West
34800,Technical Program Manager,143000,44000,Senior,West
34802,Software Engineer,96000,0,Senior,
34804,Business Analyst,71000,14000,Entry,West
34805,Technical Program Manager,186000,15000,Associate,West
34806,Software Engineer,93000,15000,Associate,West
34807,Software Engineer,93000,26000,Entry,Southern
34808,Software Engineer,153000,3000,Associate,West
34809,Software Engineer,220000,52000,Associate,West
34810,Recruiter,141000,15000,Senior,West
34811,Software Engineer,140000,0,Mid,West
34812,Mechanical Engineer,63000,15000,Associate,West
34813,Software Engineer,218000,19000,Associate,West
34814,Software Engineer,132000,55000,Associate,West
34815,Technical Program Manager,119000,55000,Senior,West
34816,Software Engineer,134000,24000,Senior,West
34817,Sales,45000,43000,Mid,West
34818,Software Engineer,84000,14000,Associate,West
34819,Technical Program Manager,105000,30000,Mid,
34820,Solution Architect,190000,155000,Senior,West
34821,Software Engineer,260000,0,Mid,West
34822,Software Engineering Manager,192000,0,Senior,West
34823,Sales,66000,24000,Associate,Southern
34824,Software Engineering Manager,165000,0,Senior,East
34825,Software Engineering Manager,138000,38000,Senior,West
34826,Software Engineer,178000,0,Associate,West
34827,Software Engineer,142000,31000,Entry,West
34828,Sales,131000,14000,Mid,West
34829,Software Engineering Manager,253000,30000,Senior,West
34830,Software Engineer,145000,31000,Entry,Southern
34831,Software Engineering Manager,231000,0,Senior,West
34832,Software Engineer,108000,17000,Senior,Southern
34833,Software Engineer,97000,0,Entry,Southern
34835,Software Engineer,134000,10000,Entry,West
34836,Software Engineer,142000,10000,Associate,West
34837,Software Engineering Manager,204000,15000,Senior,West
34838,Product Designer,70000,50000,Mid,West
34839,Recruiter,85000,10000,Mid,West
34840,Software Engineer,225000,65000,Mid,West
34841,Software Engineer,126000,31000,Entry,East
34842,Software Engineer,145000,15000,Mid,
34843,Software Engineer,79000,16000,Senior,
34844,Software Engineer,214000,15000,Senior,West
34846,Software Engineer,96000,14000,Associate,Southern
34847,Software Engineer,76000,0,Entry,West
34848,Software Engineer,159000,102000,Senior,West
34849,Software Engineer,97000,0,Associate,West
34850,Software Engineer,145000,19000,Entry,East
34851,Data Scientist,185000,15000,Mid,West
34852,Software Engineering Manager,231000,94000,Senior,Southern
34853,Software Engineer,98000,5000,Associate,MidWest
34854,Software Engineer,87000,0,Senior,
34855,Software Engineer,119000,16000,Associate,West
34856,Software Engineer,48000,2000,Entry,MidWest
34857,Software Engineer,122000,42000,Mid,Southern
34858,Software Engineer,68000,13000,Senior,
34859,Software Engineer,161000,22000,Mid,
34860,Software Engineer,177000,0,Senior,
34861,Solution Architect,232000,15000,Mid,MidWest
34862,Product Designer,218000,6000,Associate,East
34863,Management Consultant,123000,12000,Mid,East
34864,Software Engineer,188000,36000,Mid,East
34865,Hardware Engineer,106000,7000,Associate,
34866,Software Engineer,191000,0,Mid,West
34868,Software Engineer,133000,20000,Mid,West
34869,Solution Architect,117000,21000,Senior,
34871,Software Engineer,201000,0,Mid,West
34873,Software Engineer,140000,18000,Senior,East
34874,Software Engineer,38000,0,Mid,
34875,Software Engineering Manager,226000,18000,Senior,Southern
34876,Software Engineer,100000,3000,Entry,Southern
34877,Software Engineer,142000,30000,Senior,West
34878,Software Engineer,198000,12000,Entry,West
34879,Software Engineer,265000,58000,Mid,West
34880,Software Engineer,209000,0,Mid,West
34881,Software Engineer,113000,25000,Associate,Southern
34882,Software Engineer,220000,26000,Senior,West
34883,Hardware Engineer,38000,0,Associate,
34884,Solution Architect,129000,0,Mid,West
34886,Management Consultant,97000,6000,Associate,East
34887,Product Designer,106000,0,Associate,East
34888,Product Designer,144000,107000,Senior,West
34889,Software Engineer,74000,26000,Entry,West
34890,Human Resources,199000,31000,Mid,Southern
34891,Software Engineer,84000,22000,Mid,West
34892,Software Engineer,259000,0,Mid,West
34893,Software Engineer,23000,1000,Associate,Southern
34894,Software Engineer,140000,0,Associate,West
34895,Software Engineer,67000,0,Associate,West
34896,Software Engineer,139000,19000,Entry,West
34897,Software Engineer,117000,44000,Entry,West
34898,Software Engineer,79000,7000,Senior,East
34899,Data Scientist,60000,9000,Entry,West
34900,Product Designer,206000,33000,Mid,West
34901,Software Engineer,43000,2000,Entry,East
34902,Software Engineer,79000,15000,Entry,West
34903,Software Engineer,211000,9000,Associate,West
34904,Software Engineer,170000,10000,Mid,West
34905,Software Engineer,21000,12000,Entry,
34906,Software Engineer,152000,13000,Entry,West
34907,Software Engineer,50000,8000,Entry,West
34908,Product Manager,77000,0,Entry,West
34909,Software Engineer,168000,12000,Associate,West
34910,Software Engineer,159000,0,Associate,West
34911,Solution Architect,62000,13000,Entry,
34913,Mechanical Engineer,77000,0,Associate,West
34914,Product Manager,155000,23000,Mid,West
34915,Software Engineering Manager,156000,8000,Associate,East
34916,Recruiter,55000,3000,Associate,East
34917,Software Engineer,243000,24000,Associate,West
34918,Solution Architect,115000,15000,Senior,
34919,Mechanical Engineer,79000,12000,Mid,West
34920,Sales,69000,0,Entry,East
34921,Technical Program Manager,172000,8000,Mid,West
34922,Software Engineer,261000,0,Associate,West
34923,Software Engineer,154000,17000,Associate,West
34924,Product Manager,91000,25000,Associate,East
34925,Data Scientist,57000,35000,Associate,East
34926,Data Scientist,172000,51000,Senior,West
34927,Mechanical Engineer,118000,3000,Associate,West
34928,Software Engineer,124000,15000,Associate,West
34929,Mechanical Engineer,60000,1000,Associate,West
34930,Data Scientist,81000,9000,Associate,West
34931,Software Engineer,91000,40000,Associate,West
34932,Product Manager,254000,0,Mid,West
34933,Software Engineer,167000,6000,Associate,Southern
34934,Business Analyst,37000,6000,Mid,MidWest
34935,Software Engineering Manager,95000,8000,Senior,Southern
34936,Data Scientist,140000,46000,Senior,
34937,Software Engineer,117000,6000,Entry,East
34938,Software Engineer,207000,1000,Associate,East
34939,Technical Program Manager,194000,36000,Senior,West
34940,Software Engineer,198000,24000,Senior,West
34941,Management Consultant,69000,6000,Entry,Southern
34942,Software Engineer,95000,25000,Entry,West
34943,Software Engineer,126000,7000,Entry,West
34944,Software Engineer,159000,27000,Associate,West
